chrom	txStart	txEnd	strand	#name	name2	exonCount
chr6	86578167	86579698	+	NM_026414	Asprv1	1
chr6	86597038	86619153	-	NM_010751	Mxd1	6
chr6	86625162	86634485	-	NM_025665	Snrnp27	6
chr6	86641761	86683372	-	NM_011818	Gmcl1	14
chr6	86686833	86743578	-	NM_013471	Anxa4	13
chr6	86798400	86799434	-	NR_028298	2610306M01Rik	1
chr6	86799510	86953221	+	NM_177762	Aak1	20
chr6	86959829	86978455	+	NM_020045	Nfu1	8
chr6	86992839	87042201	+	NM_013528	Gfpt1	19
chr6	87054739	87062997	+	NM_001167937	D6Ertd527e	2
chr6	87083846	87285769	-	NM_054041	Antxr1	18
chr6	87295646	87300909	-	NM_025466	Gkn1	6
chr6	87323358	87329488	+	NM_025467	Gkn2	6
chr6	87333312	87338929	-	NM_026860	Gkn3	6
chr6	87378995	87384506	+	NM_009756	Bmp10	2
chr6	87409378	87446294	-	NM_175476	Arhgap25	11
chr6	87528585	87540695	-	NM_021381	Prokr1	3
chr6	87578422	87622162	-	NM_024251	Aplf	10
chr6	87625586	87640841	-	NR_045482	1810020O05Rik	5
chr6	87680862	87705905	+	NM_001159697	Ccdc48	8
chr6	87728129	87729756	+	NM_018762	Gp9	2
chr6	87738846	87759748	-	NM_133717	Rab43	3
chr6	87768441	87788753	-	NM_133934	Isy1	11
chr6	87792608	87801100	-	NM_013493	Cnbp	5
chr6	87837933	87863588	+	NM_017477	Copg	24
chr6	87863969	87886607	+	NM_173737	8430410A17Rik	7
chr6	87930414	87931476	-	NM_198622	H1fx	1
chr6	87931676	87934174	+	NR_026990	Gm5577	2
chr6	87950428	87963684	-	NM_009005	Rab7	5
chr6	88034466	88055298	+	NM_133933	Rpn1	10
chr6	88148657	88157026	+	NM_008090	Gata2	6
chr6	88172261	88173250	+	NM_019964	Dnajb8	1
chr6	88207327	88396533	-	NM_023060	Eefsec	7
chr6	88415416	88447560	+	NM_019685	Ruvbl1	11
chr6	88453600	88468794	-	NM_016906	Sec61a1	12
chr6	88563744	88577439	-	NM_001142724	Kbtbd12	3
chr6	88674405	88778354	+	NM_011844	Mgll	8
chr6	88785907	88791929	-	NM_030251	Abtb1	12
chr6	88792551	88824038	-	NM_176973	Podxl2	8
chr6	88792847	88797268	+	NR_045880	Gm15612	3
chr6	88833467	88848774	-	NM_008564	Mcm2	16
chr6	88852244	88862234	+	NM_011906	Tpra1	12
chr6	89046108	89060031	+	NM_175017	4933427D06Rik	4
chr6	89090998	89096010	+	NM_001033491	Gm1965	3
chr6	89162190	89166173	-	NR_033190	Gm839	3
chr6	89266307	89312607	-	NM_008881	Plxna1	32
chr6	89333139	89545646	-	NM_025351	Chchd6	8
chr6	89593981	89625523	+	NM_001178060	Txnrd3	14
chr6	89664196	89665129	+	NM_053228	Vmn1r40	1
chr6	89690881	89697408	+	NM_053230	Vmn1r41	2
chr6	89794511	89795609	-	NM_053221	Vmn1r42	1
chr6	89819454	89820523	-	NM_053220	Vmn1r43	1
chr6	89843267	89844200	+	NM_053227	Vmn1r44	1
chr6	89881643	89890501	-	NM_011684	Vmn1r45	2
chr6	89926164	89927094	+	NM_053229	Vmn1r46	1
chr6	89971881	89972814	+	NM_053219	Vmn1r47	1
chr6	89985926	89986835	-	NM_053218	Vmn1r48	1
chr6	90022079	90023012	-	NM_011911	Vmn1r49	1
chr6	90057268	90058201	+	NM_053225	Vmn1r50	1
chr6	90072636	90080639	+	NM_011683	Vmn1r51	3
chr6	90128709	90129639	+	NM_053222	Vmn1r52	1
chr6	90152810	90153650	+	NM_053223	V1ra8	1
chr6	90173310	90174432	-	NM_053226	Vmn1r53	1
chr6	90219099	90220047	+	NM_053224	Vmn1r54	1
chr6	90251263	90255442	+	NM_177738	BC048671	5
chr6	90258344	90275179	-	NM_027928	Chst13	3
chr6	90283282	90314542	+	NM_144940	Uroc1	20
chr6	90319487	90335388	+	NM_030260	Zxdc	6
chr6	90353729	90378474	-	NM_173775	Ccdc37	17
chr6	90412619	90425203	+	NM_023184	Klf15	3
chr6	90500841	90549165	+	NM_027406	Aldh1l1	23
chr6	90554873	90596406	+	NM_027868	Slc41a3	11
chr6	90609591	90760117	-	NM_001134384	Iqsec1	14
chr6	90963060	91066820	-	NM_018815	Nup210	40
chr6	91106808	91124677	+	NM_144919	Hdac11	10
chr6	91162757	91222534	+	NM_001081437	Fbln2	17
chr6	91313976	91361363	-	NM_009527	Wnt7a	4
chr6	91380453	91390848	-	NR_045980	4930471M09Rik	3
chr6	91390980	91391749	+	NR_038153	1810044D09Rik	2
chr6	91414269	91423417	-	NM_133928	Chchd4	3
chr6	91423744	91438452	+	NM_028766	Tmem43	12
chr6	91439301	91465882	-	NM_009531	Xpc	16
chr6	91466028	91472614	+	NM_026309	Lsm3	4
chr6	91634060	91709057	+	NM_009320	Slc6a6	15
chr6	91711502	91757387	-	NM_001159507	Grip2	24
chr6	91828046	91849842	+	NM_172730	C130022K22Rik	11
chr6	91854226	91900719	+	NM_198668	4930590J08Rik	20
chr6	91937103	92025999	+	NM_172731	Fgd5	20
chr6	92041411	92123052	+	NM_011630	Nr2c2	15
chr6	92119516	92134017	-	NM_025578	Mrps25	4
chr6	92136705	92164805	-	NM_030081	Zfyve20	12
chr6	92192055	92194642	-	NM_009426	Trh	3
chr6	92320885	92484855	-	NM_001134459	Prickle2	8
chr6	92722692	92851435	-	NM_175314	Adamts9	30
chr6	92890575	93061743	+	NR_015530	9530026P05Rik	3
chr6	93631471	93863548	-	NM_001083321	Magi1	22
chr6	94450307	94554646	+	NM_026255	Slc25a26	10
chr6	94554522	94650139	-	NM_008377	Lrig1	19
chr6	94893827	94901539	+	NR_040761	4930511E03Rik	8
chr6	95067899	95079781	+	NM_001102670	Kbtbd8	3
chr6	95240567	95283987	-	NR_033559	AY512915	4
chr6	95424127	95668831	-	NM_011507	Suclg2	11
chr6	96063147	96607192	+	NM_182808	Fam19a1	5
chr6	96114496	96116199	-	NR_003643	1700123L14Rik	1
chr6	96781202	97010405	-	NM_177233	Fam19a4	6
chr6	97060937	97098877	-	NM_175313	A130022J15Rik	18
chr6	97101943	97129118	-	NM_001081111	Tmf1	17
chr6	97133809	97155636	-	NM_011666	Uba3	18
chr6	97160785	97183309	+	NM_022992	Arl6ip5	3
chr6	97188521	97202774	-	NM_001081157	Lmod3	3
chr6	97236860	97567651	-	NM_145148	Frmd4b	24
chr6	97879810	97971352	+	NM_001178049	Mitf	10
chr6	98188007	98292748	-	NM_001128092	Gm765	4
chr6	98875335	99385339	-	NM_053202	Foxp1	19
chr6	99575130	99616765	-	NM_025829	Eif4e3	7
chr6	99642672	99643812	+	NM_008158	Gpr27	1
chr6	99661292	99676386	-	NM_001170419	Prok2	2
chr6	100178558	100237352	-	NM_019743	Rybp	5
chr6	100477393	100483420	+	NR_040525	1700049E22Rik	4
chr6	100523075	100621151	-	NM_181590	Shq1	11
chr6	100654727	100755075	+	NM_198612	Gxylt2	7
chr6	100783631	100818711	+	NM_182939	Ppp4r2	9
chr6	101099600	101327891	-	NM_018884	Pdzrn3	10
chr6	101724242	101751976	+	NR_027989	Gm9871	6
chr6	102113299	102414661	-	NM_008779	Cntn3	22
chr6	103460869	103683029	+	NM_007697	Chl1	27
chr6	104443037	104813399	+	NM_017383	Cntn6	23
chr6	105431259	105442662	-	NR_040297	Gm19757	3
chr6	105627738	106649299	+	NM_001109749	Cntn4	26
chr6	106660372	106699031	-	NM_008370	Il5ra	13
chr6	106719131	106732468	+	NM_027296	Trnt1	9
chr6	106728238	106750068	-	NM_021449	Crbn	11
chr6	107479719	107520222	+	NM_008516	Lrrn1	2
chr6	108015039	108027114	+	NM_178391	Setmar	2
chr6	108057014	108135577	-	NM_145937	Sumf1	9
chr6	108163089	108501110	+	NM_010585	Itpr1	62
chr6	108527032	108610928	-	NR_040758	0610040F04Rik	7
chr6	108610622	108616919	+	NM_011498	Bhlhe40	5
chr6	108733052	108773717	+	NM_026011	Arl8b	7
chr6	108778634	108809350	+	NM_138677	Edem1	12
chr6	110595591	111517224	+	NM_177328	Grm7	10
chr6	112160701	112162512	+	NR_027865	1700054K19Rik	3
chr6	112223751	112280417	+	NM_144799	Lmcd1	6
chr6	112236787	112240313	-	NR_045986	5031434C07Rik	3
chr6	112309317	112338017	-	NM_175525	D630042P16Rik	12
chr6	112409498	112422866	+	NM_007617	Cav3	2
chr6	112423677	112439802	-	NM_001081147	Oxtr	2
chr6	112569844	112646664	-	NM_001167730	Rad18	14
chr6	112667965	112897260	-	NM_080448	Srgap3	22
chr6	112996320	113018267	+	NM_008188	Thumpd3	10
chr6	113020392	113027238	-	NR_027008	Gt(ROSA)26Sor	2
chr6	113027632	113103418	+	NM_028385	Setd5	22
chr6	113118080	113145378	-	NM_177763	Lhfpl4	4
chr6	113187836	113231386	+	NM_026849	Mtmr14	19
chr6	113232300	113255565	+	NM_170673	Cpne9	20
chr6	113257190	113274698	+	NM_030178	Brpf1	13
chr6	113276969	113284180	+	NM_010957	Ogg1	7
chr6	113284117	113293916	-	NM_133926	Camk1	12
chr6	113316654	113327514	-	NM_133932	Tada3	9
chr6	113328106	113340441	+	NM_001170485	Arpc4	4
chr6	113342490	113364565	+	NM_133923	Ttll3	13
chr6	113365312	113369334	-	NM_001033204	Rpusd3	9
chr6	113374629	113385749	-	NM_178373	Cidec	6
chr6	113392510	113398223	+	NM_001205025	Jagn1	2
chr6	113408477	113420745	+	NM_145826	Il17re	15
chr6	113421448	113433134	+	NM_134159	Il17rc	17
chr6	113433562	113443332	+	NM_133930	Creld1	10
chr6	113444088	113451812	-	NM_172487	Prrt3	4
chr6	113464880	113481632	-	NM_175101	Tmem111	8
chr6	113481675	113546279	+	NM_001033244	Fancd2	44
chr6	113546755	113550709	-	NM_027633	4931417G12Rik	4
chr6	113554765	113566945	+	NM_133937	6720456B07Rik	3
chr6	113574014	113581627	+	NM_009507	Vhl	3
chr6	113588460	113645020	+	NM_001113553	Irak2	12
chr6	113647492	113661062	+	NM_001033463	Tatdn2	8
chr6	113666112	113669874	-	NM_021488	Ghrl	5
chr6	113678045	113690675	-	NM_024206	Sec13	9
chr6	113695661	113992074	-	NM_009723	Atp2b2	22
chr6	114081234	114199880	+	NM_172890	Slc6a11	14
chr6	114232628	114267519	+	NM_178703	Slc6a1	16
chr6	114353659	114433290	+	NM_001252643	Hrh1	3
chr6	114593118	114810632	+	NM_001253717	Atg7	20
chr6	114812107	114871770	-	NM_177683	Vgll4	5
chr6	114954398	114987892	-	NM_026894	1500001M20Rik	8
chr6	115084919	115226577	+	NM_013681	Syn2	11
chr6	115195633	115201867	-	NM_080639	Timp4	5
chr6	115311238	115440419	+	NM_001127330	Pparg	8
chr6	115494721	115528354	+	NM_199033	Tsen2	12
chr6	115533564	115542594	-	NM_001101431	2510049J12Rik	4
chr6	115551955	115568688	+	NM_023290	Mkrn2	8
chr6	115568590	115626653	-	NM_029780	Raf1	17
chr6	115679156	115709017	-	NM_144805	Tmem40	12
chr6	115724574	115755573	+	NM_025958	Cand2	15
chr6	115755531	115758761	-	NM_172086	Rpl32	4
chr6	115757992	115758121	-	NR_028546	Snora7a	1
chr6	115760746	115788430	-	NM_001110506	BC060267	9
chr6	115790714	115803359	-	NM_010774	Mbd4	8
chr6	115803545	115876717	+	NM_001167763	Ift122	29
chr6	115881944	115888848	+	NM_145383	Rho	5
chr6	115894956	115900251	+	NM_138311	H1foo	5
chr6	115904828	115945023	-	NM_026376	Plxnd1	36
chr6	115968635	116143392	-	NM_177412	Tmcc1	6
chr6	116158050	116212689	+	NM_026585	D6Wsu116e	31
chr6	116214252	116279644	+	NM_001081317	Anubl1	13
chr6	116288140	116359558	+	NM_027920	March8	7
chr6	116360088	116411196	-	NM_009662	Alox5	14
chr6	116443628	116444558	+	NM_146912	Olfr211	1
chr6	116456533	116467983	+	NM_001011800	Olfr212	2
chr6	116490472	116491456	+	NM_001011801	Olfr213	1
chr6	116506444	116507407	+	NM_146759	Olfr214	1
chr6	116532029	116532962	-	NM_146446	Olfr215	1
chr6	116574033	116578995	-	NM_026057	Zfp422	2
chr6	116583025	116623854	-	NM_178045	Rassf4	11
chr6	116600701	116602865	+	NM_001166580	8430408G22Rik	2
chr6	116642742	116666776	-	NM_178768	Tmem72	5
chr6	117118552	117125087	+	NM_021704	Cxcl12	3
chr6	117629224	117701787	-	NR_045731	1700030F04Rik	4
chr6	117791259	117795974	+	NM_177684	Zfp637	3
chr6	117813094	117822784	+	NM_001001792	Zfp239	4
chr6	117856799	117875640	+	NM_001166431	Hnrnpf	3
chr6	117883576	117887353	-	NM_001173372	Fxyd4	9
chr6	118016402	118041564	+	NM_027526	Rasgef1a	13
chr6	118057470	118089158	-	NM_030165	Csgalnact2	8
chr6	118101765	118147762	-	NM_009050	Ret	20
chr6	118196712	118198472	-	NR_040527	1700069P05Rik	3
chr6	118333398	118369435	-	NM_194339	Bms1	23
chr6	118377336	118405524	-	NM_028335	Zfp248	6
chr6	118411967	118429291	-	NM_011763	Zfp9	6
chr6	118452581	118512274	-	NM_001081112	Ankrd26	34
chr6	118542313	119146427	-	NM_009781	Cacna1c	47
chr6	118830175	118835561	+	NR_046053	4931430N09Rik	4
chr6	119125270	119171632	+	NM_001033379	Dcp1b	9
chr6	119186543	119302425	+	NM_001033382	Cacna2d4	38
chr6	119265150	119279222	-	NM_001172207	Lrtm2	5
chr6	119303167	119367501	-	NM_197985	Adipor2	8
chr6	119382548	119494365	-	NM_009525	Wnt5b	5
chr6	119429685	119433904	+	NM_133940	Fbxl14	1
chr6	119520813	119798168	-	NM_053204	Erc1	21
chr6	119798210	119799034	+	NR_030776	3110021A11Rik	1
chr6	119852715	119872841	+	NM_011236	Rad52	12
chr6	119873986	119988673	-	NM_001185020	Wnk1	26
chr6	119984245	119984329	-	NR_030487	Mir706	1
chr6	120043397	120150356	+	NM_016718	Ninj2	4
chr6	120153827	120244577	-	NM_198884	B4galnt3	20
chr6	120274339	120314387	-	NR_045558	Ccdc77	10
chr6	120314116	120394592	+	NM_145997	Kdm5a	28
chr6	120413214	120433745	+	NM_008359	Il17ra	13
chr6	120438956	120443825	-	NM_033567	Cecr6	1
chr6	120459511	120481317	-	NM_144815	Cecr5	8
chr6	120504813	120524222	+	NR_045733	1700072O05Rik	4
chr6	120616438	120721209	+	NM_001128151	Cecr2	19
chr6	120723785	120744000	+	NM_001081048	Slc25a18	10
chr6	120745261	120772703	-	NM_007510	Atp6v1e1	9
chr6	120786247	120842860	+	NM_153516	Bcl2l13	7
chr6	120843136	120866838	-	NM_007544	Bid	6
chr6	120957257	121031627	-	NM_153396	Mical3	18
chr6	121133684	121146203	+	NM_028730	Pex26	5
chr6	121160787	121176115	+	NM_017379	Tuba8	5
chr6	121195923	121220935	+	NM_011909	Usp18	11
chr6	121250313	121287736	+	NM_144512	Slc6a13	15
chr6	121296714	121315791	+	NM_133661	Slc6a12	15
chr6	121322950	121423696	-	NM_001033354	Iqsec3	14
chr6	121586190	121629256	+	NM_175628	A2m	36
chr6	121788558	121839075	+	NM_008645	Mug1	36
chr6	121956815	122035985	+	NM_008646	Mug2	35
chr6	122086645	122100976	+	NR_003624	Gm10319	6
chr6	122126070	122198584	+	NR_027619	Mug-ps1	36
chr6	122220618	122232851	-	NM_016970	Klrg1	5
chr6	122259027	122267695	+	NM_010749	M6pr	7
chr6	122267748	122287033	-	NM_007905	Phc1	14
chr6	122403626	122436323	-	NM_027664	Rimklb	6
chr6	122463693	122479305	+	NM_015776	Mfap5	10
chr6	122503826	122514198	+	NM_009645	Aicda	5
chr6	122527809	122552462	-	NM_001134391	Apobec1	8
chr6	122555420	122560089	-	NM_008108	Gdf3	2
chr6	122576441	122580289	+	NM_139218	Dppa3	4
chr6	122657585	122663796	+	NM_028016	Nanog	4
chr6	122677826	122692763	-	NM_011401	Slc2a3	10
chr6	122770201	122795384	+	NM_021899	Foxj2	11
chr6	122797157	122806175	-	NM_009779	C3ar1	2
chr6	122824574	122838959	+	NM_026267	Necap1	8
chr6	122871865	122884637	+	NM_199311	Clec4a1	6
chr6	122902532	122919896	+	NM_001204241	Clec4a3	7
chr6	122940384	122974439	+	NM_001005860	Clec4a4	6
chr6	122999979	123021573	+	NM_027218	Clec4b1	5
chr6	123073333	123094017	+	NM_011999	Clec4a2	6
chr6	123123040	123154689	+	NM_001004159	Clec4b2	6
chr6	123179860	123197042	+	NM_001190320	Clec4n	5
chr6	123212124	123225286	+	NM_001163161	Clec4d	6
chr6	123231806	123239889	-	NM_019948	Clec4e	6
chr6	123258350	123286555	+	NM_001104632	Vmn2r19	6
chr6	123335279	123368079	-	NM_001104634	Vmn2r20	6
chr6	123442525	123483424	-	NM_001104635	Vmn2r21	6
chr6	123559775	123600653	-	NM_001104637	Vmn2r22	6
chr6	123652838	123692257	+	NM_001104638	Vmn2r23	6
chr6	123728988	123766298	+	NM_001104639	Vmn2r24	6
chr6	123772831	123803208	-	NM_001104641	Vmn2r25	6
chr6	123974775	124012053	+	NM_019917	Vmn2r26	6
chr6	124141613	124181802	-	NM_001104642	Vmn2r27	6
chr6	124254668	124280545	+	NM_053094	Cd163	17
chr6	124297611	124307104	-	NM_001177502	1700013D24Rik	3
chr6	124346833	124365085	-	NM_175933	Pex5	15
chr6	124380773	124414802	-	NM_153508	Clstn3	18
chr6	124443130	124460661	+	NM_181344	C1rl	6
chr6	124462638	124473458	+	NM_023143	C1ra	11
chr6	124480361	124492339	-	NM_144938	C1s	12
chr6	124520447	124531062	+	NM_001113356	C1rb	11
chr6	124574642	124586103	-	NM_173864	Gm5077	11
chr6	124613121	124654734	+	NM_145130	Lpcat3	13
chr6	124654387	124662196	-	NM_013536	Emg1	6
chr6	124662306	124666963	+	NM_007531	Phb2	9
chr6	124667931	124668003	-	NR_029554	Mir141	1
chr6	124668339	124668408	-	NR_029792	Mir200c	1
chr6	124670735	124683163	-	NM_013545	Ptpn6	16
chr6	124689201	124691097	-	NM_013535	Grcc10	3
chr6	124692561	124706505	-	NM_007881	Atn1	10
chr6	124710072	124719527	-	NM_013509	Eno2	12
chr6	124719880	124729736	-	NM_013588	Lrrc23	8
chr6	124758958	124760632	+	NM_013539	Spsb2	3
chr6	124760609	124764314	-	NM_009415	Tpi1	7
chr6	124765036	124779465	-	NM_013700	Usp5	20
chr6	124780193	124783719	+	NM_013538	Cdca3	6
chr6	124784257	124790293	-	NM_013530	Gnb3	10
chr6	124791112	124807705	-	NM_013534	Leprel2	15
chr6	124808462	124813935	-	NM_013533	Gpr162	5
chr6	124814710	124838227	-	NM_013488	Cd4	10
chr6	124854376	124861723	-	NM_008479	Lag3	8
chr6	124863692	124867964	-	NM_026988	Ptms	5
chr6	124881405	124886167	+	NM_001170341	Mlf2	9
chr6	124908428	124915547	-	NM_001164089	Cops7a	8
chr6	124948454	124953117	+	NM_001145927	C530028O21Rik	6
chr6	124959686	124987888	+	NM_175557	Zfp384	11
chr6	124989865	124999282	+	NM_133345	Ing4	8
chr6	124999944	125013283	+	NM_016845	Acrbp	10
chr6	125021294	125032490	+	NM_001163268	Lpar5	2
chr6	125046180	125080519	+	NM_145979	Chd4	39
chr6	125081900	125094771	+	NM_138747	Nop2	16
chr6	125095268	125111794	+	NM_001039669	Iffo1	10
chr6	125111869	125115601	-	NM_008084	Gapdh	7
chr6	125118024	125141604	-	NM_146171	Ncapd2	32
chr6	125136378	125136449	-	NR_028517	Scarna10	1
chr6	125142217	125144410	+	NM_025595	Mrpl51	3
chr6	125165598	125172324	+	NM_009496	Vamp1	5
chr6	125174229	125181878	-	NM_145391	Tapbpl	7
chr6	125181293	125189952	+	NR_015604	E130112N10Rik	2
chr6	125182639	125187045	-	NM_001042564	Cd27	4
chr6	125215542	125223795	+	NR_015527	4930417O13Rik	4
chr6	125228291	125236060	-	NM_009446	Tuba3a	5
chr6	125256588	125263888	-	NM_010736	Ltbr	10
chr6	125271357	125294960	+	NM_011324	Scnn1a	12
chr6	125299740	125312501	+	NM_011609	Tnfrsf1a	10
chr6	125312668	125330522	-	NM_198604	Plekhg6	17
chr6	125410283	125444773	-	NM_007657	Cd9	8
chr6	125502980	125636695	+	NM_011708	Vwf	52
chr6	125640436	125990146	+	NM_153589	Ano2	26
chr6	126051429	126116762	-	NM_008742	Ntf3	2
chr6	126236666	126278704	-	NR_045480	Gm10415	4
chr6	126482568	126485573	-	NM_145983	Kcna5	1
chr6	126586480	126595819	-	NM_010595	Kcna1	2
chr6	126658346	126690692	-	NM_013568	Kcna6	2
chr6	126771880	126799162	-	NM_025358	Ndufa9	11
chr6	126803115	126824326	+	NM_009650	Akap3	6
chr6	126826216	126871857	-	NM_207210	Dyrk4	15
chr6	126873436	126889573	-	NM_009013	Rad51ap1	9
chr6	126889983	126925722	+	NM_138594	D6Wsu163e	14
chr6	126965559	126974736	+	NM_010204	Fgf6	3
chr6	127022919	127031426	+	NM_022657	Fgf23	3
chr6	127035133	127059570	-	NM_177003	9630033F20Rik	6
chr6	127075726	127101066	-	NM_009829	Ccnd2	5
chr6	127099406	127162437	+	NR_040274	9330179D12Rik	3
chr6	127403740	127444257	+	NM_181402	Parp11	9
chr6	127527992	127579956	+	NM_001033464	Efcab4b	7
chr6	127639026	127719177	-	NM_201371	Prmt8	10
chr6	127837639	127903049	+	NM_026743	Tspan11	8
chr6	127911417	128093596	-	NM_175414	Tspan9	9
chr6	128177160	128250831	-	NM_001080979	Tead4	11
chr6	128271178	128305869	-	NM_011657	Tulp3	11
chr6	128307017	128312840	-	NR_027360	5930416I19Rik	3
chr6	128313011	128325904	+	NM_008021	Foxm1	8
chr6	128325527	128335162	+	NM_027697	4933413G19Rik	3
chr6	128349783	128358953	+	NM_021717	Nrip2	6
chr6	128359461	128374928	-	NM_133927	Itfg2	12
chr6	128380124	128388649	-	NM_010219	Fkbp4	10
chr6	128388774	128453299	+	NR_028593	Gm10069	5
chr6	128433584	128476738	-	NM_007376	Pzp	36
chr6	128489839	128531624	-	NM_001001179	BC048546	36
chr6	128559244	128572952	-	NM_001159902	Klrb1a	5
chr6	128612402	128627392	+	NM_053165	Clec2h	5
chr6	128656525	128673064	-	NM_001099918	4930431A04Rik	6
chr6	128728502	128738659	-	NM_008527	Klrb1c	6
chr6	128763723	128776333	-	NM_030599	Klrb1b	6
chr6	128829478	128841142	-	NM_001254947	BC035044	3
chr6	128837631	128846866	+	NM_020257	Clec2i	6
chr6	128902370	128925047	-	NR_045009	Gm15987	2
chr6	128921177	128934725	+	NM_001168224	Clec2g	6
chr6	128943037	128956667	+	NR_015455	BC064078	3
chr6	128995918	129007489	+	NR_024262	Klrb1f	6
chr6	129041833	129050921	-	NM_153506	Clec2e	5
chr6	129130632	129136553	+	NM_053109	Clec2d	5
chr6	129182640	129188063	-	NR_040265	2310001H17Rik	3
chr6	129217342	129225387	-	NM_001033122	Cd69	5
chr6	129272182	129281799	-	NM_199034	4922502D21Rik	5
chr6	129300261	129315321	+	NM_177686	Clec12a	6
chr6	129325530	129335521	-	NM_027709	Clec12b	6
chr6	129347314	129355431	+	NM_001204253	Clec1b	4
chr6	129358879	129374782	+	NM_001205365	Clec9a	4
chr6	129376701	129402018	-	NM_175526	Clec1a	6
chr6	129411608	129422795	-	NM_020008	Clec7a	6
chr6	129435265	129457183	-	NM_138648	Olr1	8
chr6	129462574	129469245	+	NM_001081186	D630042F21Rik	5
chr6	129482201	129483302	-	NR_045270	1700101I11Rik	2
chr6	129483209	129492349	+	NM_020590	Gabarapl1	4
chr6	129528303	129535845	+	NM_153590	Klre1	7
chr6	129541828	129548793	+	NM_010654	Klrd1	6
chr6	129560338	129573859	-	NM_001083322	Klrk1	8
chr6	129589102	129593306	-	NM_021378	Klrc3	5
chr6	129606388	129610574	-	NM_010653	Klrc2	6
chr6	129624876	129628928	-	NM_010652	Klrc1	5
chr6	129641552	129641661	+	NR_030447	Mir680-1	1
chr6	129647235	129667150	-	NM_001012520	Klri1	6
chr6	129679058	129690502	-	NM_177155	Klri2	6
chr6	129716664	129725867	-	NM_001014997	Gm156	6
chr6	129781171	129826690	-	NM_133203	Klra17	8
chr6	129849008	129863242	-	NM_008463	Klra5	8
chr6	129922099	130330826	-	NM_053152	Klra22	6
chr6	129922110	130330680	-	NM_013793	Klra15	7
chr6	129963050	129976972	-	NM_008464	Klra6	8
chr6	129963051	129976978	-	NM_053154	Klra19	8
chr6	129993749	130017276	-	NM_053153	Klra18	7
chr6	129994034	130017289	-	NM_010649	Klra4	7
chr6	129994041	130256499	-	NM_010646	Klra12	7
chr6	129994056	130015320	-	NM_001039118	Klra33	6
chr6	130032615	130079897	-	NM_053151	Klra21	8
chr6	130065244	130079853	-	NM_010650	Klra8	8
chr6	130099123	130110766	-	NM_001252149	Klra14	6
chr6	130128699	130143130	-	NM_010651	Klra9	8
chr6	130168622	130181705	-	NM_014194	Klra7	7
chr6	130219211	130231946	-	NM_008459	Klra10	6
chr6	130241178	130258379	-	NM_024470	Klra23	7
chr6	130241178	130256450	-	NR_033451	Klra13-ps	6
chr6	130273304	130287644	-	NM_010648	Klra3	7
chr6	130313935	130336892	-	NM_016659	Klra1	9
chr6	131169252	131197380	-	NM_001170851	Klra2	9
chr6	131234406	131243262	-	NM_025564	Magohb	5
chr6	131249161	131263845	-	NM_172891	Styk1	9
chr6	131314875	131338468	-	NM_011733	Csda	9
chr6	131493779	131503775	+	NM_001244628	5430401F13Rik	5
chr6	131579909	131580848	-	NM_199156	Tas2r130	1
chr6	131609175	131610102	-	NM_199154	Tas2r107	1
chr6	131627977	131628904	-	NM_207016	Tas2r106	1
chr6	131634853	131635762	-	NM_207011	Tas2r104	1
chr6	131636578	131637481	-	NM_020501	Tas2r105	1
chr6	131639151	131640081	-	NM_207019	Tas2r114	1
chr6	132064238	132314153	-	NM_053251	Gm4736	5
chr6	132156812	132160539	-	NM_198669	Prb1	4
chr6	132261607	132264761	-	NM_001024705	Prpmp5	3
chr6	132311122	132314152	-	NM_001177588	Gm8882	4
chr6	132519859	132522419	+	NM_011174	Prh1	2
chr6	132545963	132550720	+	NM_031499	Prp2	2
chr6	132575128	132577529	-	NM_001142969	A630073D07Rik	3
chr6	132606974	132607862	+	NM_207023	Tas2r120	1
chr6	132650107	132651025	-	NM_207024	Tas2r121	1
chr6	132661016	132661946	-	NM_001039128	Tas2r122	1
chr6	132687071	132688004	-	NM_207020	Tas2r115	1
chr6	132704747	132705677	+	NM_207026	Tas2r124	1
chr6	132712148	132713192	+	NM_199153	Tas2r102	1
chr6	132727196	132728180	-	NM_181276	Tas2r136	1
chr6	132752918	132753911	+	NM_207021	Tas2r117	1
chr6	132797159	132798161	+	NM_207025	Tas2r123	1
chr6	132805455	132806373	+	NM_053212	Tas2r116	1
chr6	132818025	132819027	+	NM_199155	Tas2r110	1
chr6	132843028	132843958	+	NM_207018	Tas2r113	1
chr6	132859668	132860604	+	NM_207027	Tas2r125	1
chr6	132901119	132902082	+	NM_207029	Tas2r129	1
chr6	132906929	132907862	-	NM_207030	Tas2r131	1
chr6	132930032	132930983	-	NM_207017	Tas2r109	1
chr6	132986180	132987119	-	NM_053211	Tas2r103	1
chr6	133004872	133005811	-	NM_021562	Tas2r140	1
chr6	133055256	133057764	+	NM_001163445	2700089E24Rik	1
chr6	133242233	133245808	+	NM_027784	5530400C23Rik	4
chr6	133479206	133482780	+	NM_001185040	Gm5885	4
chr6	133714016	133717421	-	NM_001177652	Gm5886	4
chr6	133799872	133803685	-	NM_010594	Kap	4
chr6	133985724	134220165	+	NM_007961	Etv6	8
chr6	134346346	134388742	+	NM_025778	Bcl2l14	7
chr6	134396495	134516931	-	NM_008514	Lrp6	23
chr6	134559224	134582506	-	NM_026345	Mansc1	4
chr6	134589529	134661202	+	NM_001170479	Loh12cr1	4
